"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Totalt",0,0,5,6,8,0,0,3,4,6,0,0,3,4,6,0,0,3,3,5
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Heltid",0,0,0,0,4,0,0,0,3,3,0,0,3,0,3,0,0,0,0,3
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Västerbottens län","Deltid",0,0,4,5,4,0,0,3,3,4,0,0,3,3,4,0,0,0,3,3
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Totalt",0,4,0,0,7,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Heltid",0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske"," Norrbottens län","Deltid",0,4,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Totalt",0,0,0,5,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Heltid",0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Lantbruk, djurvård, trädgård, skog och fiske","Uppgift saknas","Deltid",0,0,0,3,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
"kvinnor","Pedagogik och undervisning","Samtliga län","Totalt",135,43,523,1829,1341,133,43,508,1489,1173,118,41,272,936,837,102,39,113,431,465
"kvinnor","Pedagogik och undervisning","Samtliga län","Heltid",0,0,0,405,137,0,0,0,364,137,0,0,0,201,110,0,0,0,97,63
"kvinnor","Pedagogik och undervisning","Samtliga län","Deltid",135,43,523,1424,1204,133,43,508,1238,1050,118,41,272,813,734,102,39,113,342,403
"kvinnor","Pedagogik och undervisning"," Stockholms län","Totalt",29,14,77,316,377,28,14,77,269,325,21,13,38,165,233,19,12,17,90,128
"kvinnor","Pedagogik och undervisning"," Stockholms län","Heltid",0,0,0,75,32,0,0,0,69,32,0,0,0,39,25,0,0,0,22,14
"kvinnor","Pedagogik och undervisning"," Stockholms län","Deltid",29,14,77,241,345,28,14,77,219,297,21,13,38,140,211,19,12,17,70,114
"kvinnor","Pedagogik och undervisning"," Uppsala län","Totalt",5,0,14,75,52,5,3,12,63,43,5,0,6,39,27,5,0,6,18,14
"kvinnor","Pedagogik och undervisning"," Uppsala län","Heltid",0,0,0,20,3,0,0,0,16,3,0,0,0,11,3,0,0,0,4,3
"kvinnor","Pedagogik och undervisning"," Uppsala län","Deltid",5,3,14,55,49,5,3,12,52,40,5,0,6,33,24,5,0,6,14,13
"kvinnor","Pedagogik och undervisning"," Södermanlands län","Totalt",0,0,25,62,42,3,0,25,54,36,0,0,13,32,26,3,0,4,10,12
"kvinnor","Pedagogik och undervisning"," Södermanlands län","Heltid",0,0,0,10,4,0,0,0,7,4,0,0,0,0,3,0,0,0,0,3
"kvinnor","Pedagogik och undervisning"," Södermanlands län","Deltid",3,0,25,52,38,3,0,25,49,33,0,0,13,30,23,3,0,4,9,11
"kvinnor","Pedagogik och undervisning"," Östergötlands län","Totalt",4,0,27,92,72,4,0,27,77,63,3,0,21,52,45,3,0,4,16,17
"kvinnor","Pedagogik och undervisning"," Östergötlands län","Heltid",0,0,0,23,12,0,0,0,20,12,0,0,0,10,9,0,0,0,0,4
"kvinnor","Pedagogik och undervisning"," Östergötlands län","Deltid",4,0,27,69,60,4,0,27,62,52,3,0,21,45,37,3,0,4,14,13
"kvinnor","Pedagogik och undervisning"," Jönköpings län","Totalt",4,0,13,49,44,4,0,11,40,38,4,0,10,29,31,4,0,4,9,20
"kvinnor","Pedagogik och undervisning"," Jönköpings län","Heltid",0,0,0,10,5,0,0,0,9,5,0,0,0,5,5,0,0,0,3,0
"kvinnor","Pedagogik och undervisning"," Jönköpings län","Deltid",4,0,13,39,39,4,0,11,33,34,4,0,10,26,27,4,0,4,7,18
"kvinnor","Pedagogik och undervisning"," Kronobergs län","Totalt",0,3,7,32,19,0,0,7,25,16,0,0,4,14,12,0,0,0,8,6
"kvinnor","Pedagogik och undervisning"," Kronobergs län","Heltid",0,0,0,8,3,0,0,0,8,3,0,0,0,4,3,0,0,0,0,3
"kvinnor","Pedagogik och undervisning"," Kronobergs län","Deltid",0,3,7,24,16,0,0,7,22,14,0,0,4,14,9,0,0,0,8,4
"kvinnor","Pedagogik och undervisning"," Kalmar län","Totalt",0,0,14,40,27,3,3,14,27,23,0,3,6,23,13,0,0,3,7,3
"kvinnor","Pedagogik och undervisning"," Kalmar län","Heltid",0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0
"kvinnor","Pedagogik och undervisning"," Kalmar län","Deltid",3,0,14,33,26,0,0,14,24,22,0,0,6,20,12,0,0,0,4,3
"kvinnor","Pedagogik och undervisning"," Gotlands län","Totalt",0,0,4,9,3,0,0,4,8,0,0,0,0,3,0,3,0,0,0,0
"kvinnor","Pedagogik och undervisning"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Pedagogik och undervisning"," Gotlands län","Deltid",0,0,4,9,3,0,0,4,8,0,0,0,0,3,3,0,0,3,0,0
"kvinnor","Pedagogik och undervisning"," Blekinge län","Totalt",3,0,14,21,21,3,0,14,16,19,0,0,8,10,14,0,0,0,6,9
"kvinnor","Pedagogik och undervisning"," Blekinge län","Heltid",0,0,0,5,3,0,0,0,5,3,0,0,0,3,3,0,0,0,3,3
"kvinnor","Pedagogik och undervisning"," Blekinge län","Deltid",3,0,14,16,19,0,0,14,13,17,0,0,8,8,12,0,0,0,4,7
"kvinnor","Pedagogik och undervisning"," Skåne län","Totalt",13,6,66,226,142,13,6,65,174,128,13,6,35,111,90,10,6,18,47,54
"kvinnor","Pedagogik och undervisning"," Skåne län","Heltid",0,0,0,52,23,0,0,0,48,23,0,0,0,27,16,0,0,0,10,10
"kvinnor","Pedagogik och undervisning"," Skåne län","Deltid",13,6,66,174,119,13,6,65,146,106,13,6,35,95,74,10,6,18,37,44
"kvinnor","Pedagogik och undervisning"," Hallands län","Totalt",11,3,23,76,43,11,0,22,59,40,11,3,13,37,31,9,3,0,15,17
"kvinnor","Pedagogik och undervisning"," Hallands län","Heltid",0,0,0,17,11,0,0,0,15,11,0,0,0,7,10,0,0,0,4,4
"kvinnor","Pedagogik och undervisning"," Hallands län","Deltid",11,0,23,59,32,11,3,22,48,29,11,3,13,33,21,9,3,0,11,13
"kvinnor","Pedagogik och undervisning"," Västra Götalands län","Totalt",43,12,132,397,253,43,12,127,339,226,38,12,74,215,162,34,12,42,102,97
"kvinnor","Pedagogik och undervisning"," Västra Götalands län","Heltid",0,0,0,60,15,0,0,0,53,15,0,0,0,28,11,0,0,0,15,7
"kvinnor","Pedagogik och undervisning"," Västra Götalands län","Deltid",43,12,132,337,238,43,12,127,298,212,38,12,74,194,151,34,12,42,89,90
"kvinnor","Pedagogik och undervisning"," Värmlands län","Totalt",3,0,18,54,29,3,0,18,44,27,3,0,6,25,16,3,0,0,9,8
"kvinnor","Pedagogik och undervisning"," Värmlands län","Heltid",0,0,0,11,0,0,0,0,11,0,0,0,0,7,0,0,0,0,3,0
"kvinnor","Pedagogik och undervisning"," Värmlands län","Deltid",3,0,18,43,27,3,0,18,35,25,3,0,6,20,15,3,0,0,6,8
"kvinnor","Pedagogik och undervisning"," Örebro län","Totalt",3,0,9,42,15,3,0,9,31,14,3,0,5,16,10,3,0,0,8,5
"kvinnor","Pedagogik och undervisning"," Örebro län","Heltid",0,0,0,16,0,0,0,0,14,0,0,0,0,7,0,0,0,0,3,0
"kvinnor","Pedagogik och undervisning"," Örebro län","Deltid",3,0,9,26,15,3,0,9,20,14,0,0,5,12,10,3,0,0,6,5
"kvinnor","Pedagogik och undervisning"," Västmanlands län","Totalt",3,3,19,80,49,3,0,19,64,39,3,3,8,41,25,3,0,5,19,18
"kvinnor","Pedagogik och undervisning"," Västmanlands län","Heltid",0,0,0,23,4,0,0,0,20,4,0,0,0,13,3,0,0,0,6,0
"kvinnor","Pedagogik och undervisning"," Västmanlands län","Deltid",3,3,19,57,45,3,3,19,51,36,3,3,8,34,23,0,0,5,14,16
"kvinnor","Pedagogik och undervisning"," Dalarnas län","Totalt",7,0,16,49,32,7,0,15,46,26,7,0,6,25,19,6,0,0,14,11
"kvinnor","Pedagogik och undervisning"," Dalarnas län","Heltid",0,0,0,14,3,0,0,0,13,0,0,0,0,5,0,0,0,0,3,3
"kvinnor","Pedagogik och undervisning"," Dalarnas län","Deltid",7,0,16,35,30,7,0,15,35,24,7,0,6,20,17,6,0,0,11,9
"kvinnor","Pedagogik och undervisning"," Gävleborgs län","Totalt",0,0,14,61,31,0,0,11,44,30,0,0,5,27,21,0,0,0,17,11
"kvinnor","Pedagogik och undervisning"," Gävleborgs län","Heltid",0,0,0,15,4,0,0,0,14,4,0,0,0,8,3,0,0,0,5,3
"kvinnor","Pedagogik och undervisning"," Gävleborgs län","Deltid",0,0,14,46,27,0,0,11,36,26,0,0,5,24,18,0,0,0,12,8
"kvinnor","Pedagogik och undervisning"," Västernorrlands län","Totalt",3,0,6,52,33,3,3,6,36,27,0,0,3,23,19,0,3,0,10,11
"kvinnor","Pedagogik och undervisning"," Västernorrlands län","Heltid",0,0,0,12,7,0,0,0,11,7,0,0,0,6,7,0,0,0,4,5
"kvinnor","Pedagogik och undervisning"," Västernorrlands län","Deltid",3,0,6,40,26,3,3,6,31,23,0,0,0,21,13,0,3,0,8,7
"kvinnor","Pedagogik och undervisning"," Jämtlands län","Totalt",0,3,8,28,16,0,0,8,21,15,0,0,5,15,12,0,0,3,6,5
"kvinnor","Pedagogik och undervisning"," Jämtlands län","Heltid",0,0,0,10,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0
"kvinnor","Pedagogik och undervisning"," Jämtlands län","Deltid",0,0,8,18,16,0,0,8,15,15,0,0,5,10,12,0,0,3,3,5
"kvinnor","Pedagogik och undervisning"," Västerbottens län","Totalt",0,0,7,28,22,0,0,7,19,18,0,0,3,11,14,0,0,0,8,7
"kvinnor","Pedagogik och undervisning"," Västerbottens län","Heltid",0,0,0,8,3,0,0,0,8,3,0,0,0,3,3,0,0,0,3,0
"kvinnor","Pedagogik och undervisning"," Västerbottens län","Deltid",0,0,7,20,19,0,0,7,14,15,0,0,3,10,12,0,0,0,7,6
"kvinnor","Pedagogik och undervisning"," Norrbottens län","Totalt",0,0,10,33,18,0,0,10,27,16,0,0,4,18,15,0,0,3,11,10
"kvinnor","Pedagogik och undervisning"," Norrbottens län","Heltid",0,0,0,6,4,0,0,0,6,4,0,0,0,0,4,0,0,0,0,3
"kvinnor","Pedagogik och undervisning"," Norrbottens län","Deltid",0,0,10,27,14,0,0,10,23,12,0,0,4,18,11,0,0,3,9,7
"kvinnor","Pedagogik och undervisning","Uppgift saknas","Totalt",3,0,0,7,0,3,3,0,6,0,3,0,0,5,3,3,0,0,0,0
"kvinnor","Pedagogik och undervisning","Uppgift saknas","Heltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"kvinnor","Pedagogik och undervisning","Uppgift saknas","Deltid",3,0,0,4,0,3,3,0,4,0,3,0,0,3,0,3,0,0,0,3
"kvinnor","Samhällsbyggnad och byggteknik","Samtliga län","Totalt",268,371,980,1705,2174,240,321,706,1079,1417,173,220,426,784,1012,120,175,320,653,767
"kvinnor","Samhällsbyggnad och byggteknik","Samtliga län","Heltid",167,84,85,287,377,153,77,77,225,326,115,59,50,165,172,79,42,43,116,118
"kvinnor","Samhällsbyggnad och byggteknik","Samtliga län","Deltid",101,287,895,1418,1797,92,250,643,920,1190,59,164,381,669,896,42,136,279,557,677
"kvinnor","Samhällsbyggnad och byggteknik"," Stockholms län","Totalt",91,135,361,742,858,81,116,253,436,523,52,76,143,327,382,35,56,112,282,287
"kvinnor","Samhällsbyggnad och byggteknik"," Stockholms län","Heltid",52,24,25,103,142,50,21,21,81,114,38,13,14,60,64,24,7,12,45,46
"kvinnor","Samhällsbyggnad och byggteknik"," Stockholms län","Deltid",39,111,336,639,716,32,97,237,382,447,15,64,130,286,340,12,50,101,246,251
"kvinnor","Samhällsbyggnad och byggteknik"," Uppsala län","Totalt",17,20,50,70,95,12,18,37,49,60,9,15,28,31,42,5,13,24,26,30
"kvinnor","Samhällsbyggnad och byggteknik"," Uppsala län","Heltid",15,10,13,14,20,11,10,13,9,16,8,9,11,7,7,4,7,11,6,7
"kvinnor","Samhällsbyggnad och byggteknik"," Uppsala län","Deltid",0,10,37,56,75,3,9,25,43,49,0,7,17,26,36,0,7,13,21,24
"kvinnor","Samhällsbyggnad och byggteknik"," Södermanlands län","Totalt",8,4,29,35,53,7,3,23,24,34,0,3,14,18,21,3,3,11,14,16
"kvinnor","Samhällsbyggnad och byggteknik"," Södermanlands län","Heltid",4,0,3,5,7,3,0,3,5,6,3,3,3,3,5,3,0,0,3,3
"kvinnor","Samhällsbyggnad och byggteknik"," Södermanlands län","Deltid",4,3,26,30,46,4,0,20,20,29,0,3,12,16,17,0,3,9,12,14
"kvinnor","Samhällsbyggnad och byggteknik"," Östergötlands län","Totalt",21,22,48,50,67,18,17,27,35,46,13,13,18,27,30,9,11,15,24,21
"kvinnor","Samhällsbyggnad och byggteknik"," Östergötlands län","Heltid",16,3,0,10,16,14,3,3,7,15,12,3,0,6,10,9,0,0,3,6
"kvinnor","Samhällsbyggnad och byggteknik"," Östergötlands län","Deltid",5,20,47,40,51,5,16,26,31,33,3,11,17,24,22,0,10,14,22,17
"kvinnor","Samhällsbyggnad och byggteknik"," Jönköpings län","Totalt",0,5,16,42,67,0,5,10,28,41,0,3,6,23,29,0,3,3,21,24
"kvinnor","Samhällsbyggnad och byggteknik"," Jönköpings län","Heltid",0,3,0,4,16,0,3,0,3,12,0,0,0,3,5,0,0,0,0,0
"kvinnor","Samhällsbyggnad och byggteknik"," Jönköpings län","Deltid",0,4,16,38,51,0,4,10,26,34,0,3,6,21,26,0,0,3,20,23
"kvinnor","Samhällsbyggnad och byggteknik"," Kronobergs län","Totalt",7,3,5,5,13,5,3,5,3,10,3,3,0,3,6,3,0,0,0,4
"kvinnor","Samhällsbyggnad och byggteknik"," Kronobergs län","Heltid",5,0,3,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0
"kvinnor","Samhällsbyggnad och byggteknik"," Kronobergs län","Deltid",3,3,4,5,13,3,3,4,3,10,0,0,0,3,6,0,3,0,3,4
"kvinnor","Samhällsbyggnad och byggteknik"," Kalmar län","Totalt",3,3,8,22,22,3,0,4,13,15,3,3,0,9,10,3,0,3,7,7
"kvinnor","Samhällsbyggnad och byggteknik"," Kalmar län","Heltid",0,0,0,6,3,3,0,0,5,3,3,0,0,3,0,3,0,0,3,0
"kvinnor","Samhällsbyggnad och byggteknik"," Kalmar län","Deltid",0,3,8,16,20,0,3,4,9,14,0,3,3,6,10,0,3,0,5,7
"kvinnor","Samhällsbyggnad och byggteknik"," Gotlands län","Totalt",0,3,5,7,4,0,3,3,6,3,0,0,3,5,3,0,0,3,4,3
"kvinnor","Samhällsbyggnad och byggteknik"," Gotlands län","Heltid",0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
"kvinnor","Samhällsbyggnad och byggteknik"," Gotlands län","Deltid",0,0,3,6,4,0,0,3,5,3,0,0,3,4,3,0,0,0,3,0
"kvinnor","Samhällsbyggnad och byggteknik"," Blekinge län","Totalt",3,3,9,11,12,3,0,7,7,7,0,0,3,5,7,0,0,3,4,5
"kvinnor","Samhällsbyggnad och byggteknik"," Blekinge län","Heltid",0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Samhällsbyggnad och byggteknik"," Blekinge län","Deltid",0,0,9,9,12,0,0,7,5,7,0,0,3,5,7,0,0,3,4,5
"kvinnor","Samhällsbyggnad och byggteknik"," Skåne län","Totalt",25,41,116,194,227,23,36,78,128,160,19,26,40,86,115,12,18,34,70,86
"kvinnor","Samhällsbyggnad och byggteknik"," Skåne län","Heltid",21,18,17,39,40,20,17,15,26,37,16,15,7,18,22,10,10,5,10,15
"kvinnor","Samhällsbyggnad och byggteknik"," Skåne län","Deltid",4,23,99,155,187,3,20,67,113,131,3,12,36,77,99,3,9,30,63,74
"kvinnor","Samhällsbyggnad och byggteknik"," Hallands län","Totalt",8,6,16,52,75,8,6,14,30,43,5,4,10,22,34,4,3,7,17,27
"kvinnor","Samhällsbyggnad och byggteknik"," Hallands län","Heltid",5,3,3,9,18,5,3,3,6,15,4,3,0,5,9,4,0,0,3,7
"kvinnor","Samhällsbyggnad och byggteknik"," Hallands län","Deltid",3,4,15,43,57,3,4,13,29,35,3,0,10,21,29,0,3,7,16,22
"kvinnor","Samhällsbyggnad och byggteknik"," Västra Götalands län","Totalt",48,72,167,223,344,46,65,133,160,238,39,49,91,115,169,28,43,67,94,126
"kvinnor","Samhällsbyggnad och byggteknik"," Västra Götalands län","Heltid",20,11,8,45,72,18,9,8,37,66,12,7,4,25,32,8,7,4,20,20
"kvinnor","Samhällsbyggnad och byggteknik"," Västra Götalands län","Deltid",28,61,159,178,272,28,57,125,130,192,27,42,87,94,150,20,36,63,76,111
"kvinnor","Samhällsbyggnad och byggteknik"," Värmlands län","Totalt",6,4,14,15,23,6,4,10,11,13,5,3,6,7,11,3,3,3,6,8
"kvinnor","Samhällsbyggnad och byggteknik"," Värmlands län","Heltid",6,0,0,5,5,6,3,0,3,5,5,3,0,3,0,3,3,0,3,3
"kvinnor","Samhällsbyggnad och byggteknik"," Värmlands län","Deltid",0,3,13,10,18,0,3,10,9,9,0,3,6,5,9,0,0,3,4,7
"kvinnor","Samhällsbyggnad och byggteknik"," Örebro län","Totalt",7,16,22,35,42,6,12,17,24,37,4,8,9,18,18,3,7,7,15,15
"kvinnor","Samhällsbyggnad och byggteknik"," Örebro län","Heltid",4,3,3,8,9,3,0,3,8,8,3,0,3,6,3,3,3,3,5,3
"kvinnor","Samhällsbyggnad och byggteknik"," Örebro län","Deltid",3,15,20,27,33,3,11,16,18,29,3,7,7,14,15,0,6,5,10,12
"kvinnor","Samhällsbyggnad och byggteknik"," Västmanlands län","Totalt",3,10,22,66,41,3,8,14,27,28,3,4,9,18,23,3,3,6,12,19
"kvinnor","Samhällsbyggnad och byggteknik"," Västmanlands län","Heltid",3,3,4,8,3,3,3,4,6,3,3,0,3,5,0,3,0,0,3,0
"kvinnor","Samhällsbyggnad och byggteknik"," Västmanlands län","Deltid",0,8,18,58,38,0,6,11,24,26,0,0,6,16,22,0,0,4,10,19
"kvinnor","Samhällsbyggnad och byggteknik"," Dalarnas län","Totalt",3,6,8,22,51,3,5,4,14,35,3,0,0,11,27,3,0,0,9,23
"kvinnor","Samhällsbyggnad och byggteknik"," Dalarnas län","Heltid",0,3,0,3,8,0,3,0,0,8,0,0,0,0,4,0,0,0,0,3
"kvinnor","Samhällsbyggnad och byggteknik"," Dalarnas län","Deltid",3,4,8,21,43,3,3,4,13,31,3,3,0,10,26,3,3,0,8,22
"kvinnor","Samhällsbyggnad och byggteknik"," Gävleborgs län","Totalt",9,4,17,23,49,8,4,13,14,34,5,0,7,8,25,4,0,4,6,20
"kvinnor","Samhällsbyggnad och byggteknik"," Gävleborgs län","Heltid",7,3,0,4,3,7,3,0,4,3,4,3,0,3,0,3,0,0,3,0
"kvinnor","Samhällsbyggnad och byggteknik"," Gävleborgs län","Deltid",3,0,17,19,46,3,0,13,10,32,3,0,7,6,25,3,0,4,5,20
"kvinnor","Samhällsbyggnad och byggteknik"," Västernorrlands län","Totalt",0,4,11,19,21,0,4,11,14,18,0,3,9,7,12,0,3,3,7,10
"kvinnor","Samhällsbyggnad och byggteknik"," Västernorrlands län","Heltid",0,0,3,3,3,0,0,3,3,3,0,3,0,0,0,0,0,0,0,3
"kvinnor","Samhällsbyggnad och byggteknik"," Västernorrlands län","Deltid",0,3,10,16,18,0,3,10,11,16,0,0,9,6,11,0,3,3,6,9
"kvinnor","Samhällsbyggnad och byggteknik"," Jämtlands län","Totalt",3,3,9,12,12,3,0,7,11,7,3,3,3,7,6,3,0,3,4,6
"kvinnor","Samhällsbyggnad och byggteknik"," Jämtlands län","Heltid",3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"kvinnor","Samhällsbyggnad och byggteknik"," Jämtlands län","Deltid",0,3,9,10,11,0,3,7,9,6,0,3,3,6,5,0,3,3,3,5
"kvinnor","Samhällsbyggnad och byggteknik"," Västerbottens län","Totalt",4,3,15,28,35,4,3,14,20,24,3,3,9,16,18,3,0,4,12,14
"kvinnor","Samhällsbyggnad och byggteknik"," Västerbottens län","Heltid",3,0,0,7,6,3,0,0,6,6,0,0,0,5,3,0,0,0,0,3
"kvinnor","Samhällsbyggnad och byggteknik"," Västerbottens län","Deltid",0,3,14,21,29,0,3,13,14,20,0,3,8,11,16,0,3,3,10,12
"kvinnor","Samhällsbyggnad och byggteknik"," Norrbottens län","Totalt",4,5,19,22,35,4,4,15,18,24,4,3,12,16,15,3,3,9,12,10
"kvinnor","Samhällsbyggnad och byggteknik"," Norrbottens län","Heltid",0,0,0,9,5,3,3,3,8,5,0,0,3,8,0,0,0,3,5,0
"kvinnor","Samhällsbyggnad och byggteknik"," Norrbottens län","Deltid",3,4,17,13,30,3,3,14,11,21,3,3,11,9,14,0,0,8,8,10
"kvinnor","Samhällsbyggnad och byggteknik","Uppgift saknas","Totalt",3,3,13,10,28,0,0,7,7,17,0,0,3,5,10,3,0,3,5,7
"kvinnor","Samhällsbyggnad och byggteknik","Uppgift saknas","Heltid",0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,0
"kvinnor","Samhällsbyggnad och byggteknik","Uppgift saknas","Deltid",3,3,10,8,27,3,0,5,5,16,0,0,3,3,9,3,0,0,3,7
"kvinnor","Säkerhetstjänster","Samtliga län","Totalt",51,57,129,186,399,44,54,108,153,340,38,42,85,137,295,27,18,72,99,217
"kvinnor","Säkerhetstjänster","Samtliga län","Heltid",0,0,25,28,0,0,0,25,28,0,0,0,24,26,0,0,0,16,6,0
"kvinnor","Säkerhetstjänster","Samtliga län","Deltid",51,57,104,158,399,44,54,91,143,340,38,42,69,128,295,27,18,59,94,217
"kvinnor","Säkerhetstjänster"," Stockholms län","Totalt",24,32,53,68,170,22,30,43,54,144,18,22,34,52,123,12,11,29,35,95
"kvinnor","Säkerhetstjänster"," Stockholms län","Heltid",0,0,11,13,0,0,0,11,13,0,0,0,10,13,0,0,0,5,0,0
"kvinnor","Säkerhetstjänster"," Stockholms län","Deltid",24,32,42,55,170,22,30,37,51,144,18,22,29,49,123,12,11,25,34,95
"kvinnor","Säkerhetstjänster"," Uppsala län","Totalt",3,3,3,17,15,3,3,3,14,14,3,3,3,11,9,3,0,3,9,6
"kvinnor","Säkerhetstjänster"," Uppsala län","Heltid",0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0
"kvinnor","Säkerhetstjänster"," Uppsala län","Deltid",3,3,0,14,15,3,3,3,12,14,3,0,0,9,9,3,0,0,7,6
"kvinnor","Säkerhetstjänster"," Södermanlands län","Totalt",0,0,3,3,10,0,0,0,3,8,0,3,3,3,8,0,0,0,3,7
"kvinnor","Säkerhetstjänster"," Södermanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"kvinnor","Säkerhetstjänster"," Södermanlands län","Deltid",0,0,3,3,10,0,3,3,3,8,0,0,0,3,8,0,0,0,3,7
"kvinnor","Säkerhetstjänster"," Östergötlands län","Totalt",3,3,8,5,18,3,3,7,4,14,0,0,4,4,13,0,0,4,4,10
"kvinnor","Säkerhetstjänster"," Östergötlands län","Heltid",0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Östergötlands län","Deltid",0,0,6,4,18,0,3,5,4,14,0,0,0,4,13,0,0,3,4,10
"kvinnor","Säkerhetstjänster"," Jönköpings län","Totalt",0,0,5,3,6,0,0,4,3,5,0,0,3,3,5,0,0,3,3,4
"kvinnor","Säkerhetstjänster"," Jönköpings län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Jönköpings län","Deltid",0,0,5,0,6,0,0,4,3,5,0,0,0,3,5,0,0,3,3,4
"kvinnor","Säkerhetstjänster"," Kronobergs län","Totalt",3,0,6,0,0,3,0,6,0,0,3,3,5,3,0,0,3,5,0,0
"kvinnor","Säkerhetstjänster"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Kronobergs län","Deltid",0,3,6,0,0,0,3,6,3,0,0,0,5,3,0,0,3,5,0,0
"kvinnor","Säkerhetstjänster"," Kalmar län","Totalt",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Kalmar län","Deltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Gotlands län","Totalt",0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Gotlands län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0
"kvinnor","Säkerhetstjänster"," Gotlands län","Deltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
"kvinnor","Säkerhetstjänster"," Blekinge län","Totalt",3,0,3,4,6,0,0,3,3,4,0,0,0,3,3,0,0,0,3,0
"kvinnor","Säkerhetstjänster"," Blekinge län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Blekinge län","Deltid",0,0,0,0,6,0,0,0,3,4,0,0,0,3,3,0,0,0,3,3
"kvinnor","Säkerhetstjänster"," Skåne län","Totalt",4,4,16,13,38,4,4,14,8,36,4,3,12,7,30,3,3,10,6,20
"kvinnor","Säkerhetstjänster"," Skåne län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
"kvinnor","Säkerhetstjänster"," Skåne län","Deltid",4,4,15,11,38,4,4,13,8,36,4,3,11,7,30,3,0,9,5,20
"kvinnor","Säkerhetstjänster"," Hallands län","Totalt",0,0,0,3,12,0,0,0,3,11,0,0,3,3,11,0,0,0,3,6
"kvinnor","Säkerhetstjänster"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Hallands län","Deltid",0,0,3,3,12,0,0,0,3,11,0,0,0,3,11,0,0,0,3,6
