Kön,Utbildningsområde,År,Antal ansökningar
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,Friskvård och kroppsvård,2022,0
män,"Hotell, restaurang och turism",2022,178
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,178
män,"Hotell, restaurang och turism",2022,60
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,60
män,"Hotell, restaurang och turism",2022,6
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,6
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,5
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,5
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,24
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,24
män,"Hotell, restaurang och turism",2022,9
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,9
män,"Hotell, restaurang och turism",2022,38
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,38
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,4
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,"Hotell, restaurang och turism",2022,0
män,"Hotell, restaurang och turism",2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,292
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,288
män,Hälso- och sjukvård samt socialt arbete,2022,69
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,69
män,Hälso- och sjukvård samt socialt arbete,2022,13
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,13
män,Hälso- och sjukvård samt socialt arbete,2022,15
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,15
män,Hälso- och sjukvård samt socialt arbete,2022,15
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,15
män,Hälso- och sjukvård samt socialt arbete,2022,8
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,8
män,Hälso- och sjukvård samt socialt arbete,2022,6
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,6
män,Hälso- och sjukvård samt socialt arbete,2022,7
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,7
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,45
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,42
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,61
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,60
män,Hälso- och sjukvård samt socialt arbete,2022,11
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,11
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,11
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,11
män,Hälso- och sjukvård samt socialt arbete,2022,10
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,10
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,4
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Hälso- och sjukvård samt socialt arbete,2022,0
män,Hälso- och sjukvård samt socialt arbete,2022,3
män,Journalistik och information,2022,31
män,Journalistik och information,2022,0
män,Journalistik och information,2022,31
män,Journalistik och information,2022,14
män,Journalistik och information,2022,0
män,Journalistik och information,2022,14
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,7
män,Journalistik och information,2022,0
män,Journalistik och information,2022,7
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,3
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Journalistik och information,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,Juridik,2022,0
män,"Kultur, media och design",2022,121
män,"Kultur, media och design",2022,18
män,"Kultur, media och design",2022,103
män,"Kultur, media och design",2022,62
män,"Kultur, media och design",2022,14
män,"Kultur, media och design",2022,48
män,"Kultur, media och design",2022,7
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,6
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,11
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,11
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,17
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,17
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,4
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,4
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,3
män,"Kultur, media och design",2022,0
män,"Kultur, media och design",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,99
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,22
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,77
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,28
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,25
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,4
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,4
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,13
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,4
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,9
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,29
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,7
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,22
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,5
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,4
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,4
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,3
män,"Lantbruk, djurvård, trädgård, skog och fiske",2022,0
män,Pedagogik och undervisning,2022,32
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,32
män,Pedagogik och undervisning,2022,6
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,6
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,4
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,4
män,Pedagogik och undervisning,2022,4
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,4
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,8
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,8
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,3
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Pedagogik och undervisning,2022,0
män,Samhällsbyggnad och byggteknik,2022,2152
män,Samhällsbyggnad och byggteknik,2022,365
män,Samhällsbyggnad och byggteknik,2022,1787
män,Samhällsbyggnad och byggteknik,2022,819
män,Samhällsbyggnad och byggteknik,2022,151
män,Samhällsbyggnad och byggteknik,2022,668
män,Samhällsbyggnad och byggteknik,2022,95
män,Samhällsbyggnad och byggteknik,2022,19
män,Samhällsbyggnad och byggteknik,2022,76
män,Samhällsbyggnad och byggteknik,2022,55
män,Samhällsbyggnad och byggteknik,2022,7
män,Samhällsbyggnad och byggteknik,2022,48
män,Samhällsbyggnad och byggteknik,2022,89
män,Samhällsbyggnad och byggteknik,2022,9
män,Samhällsbyggnad och byggteknik,2022,80
män,Samhällsbyggnad och byggteknik,2022,32
män,Samhällsbyggnad och byggteknik,2022,5
män,Samhällsbyggnad och byggteknik,2022,27
män,Samhällsbyggnad och byggteknik,2022,35
män,Samhällsbyggnad och byggteknik,2022,4
män,Samhällsbyggnad och byggteknik,2022,31
män,Samhällsbyggnad och byggteknik,2022,19
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,16
män,Samhällsbyggnad och byggteknik,2022,9
män,Samhällsbyggnad och byggteknik,2022,6
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,26
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,23
män,Samhällsbyggnad och byggteknik,2022,291
män,Samhällsbyggnad och byggteknik,2022,64
män,Samhällsbyggnad och byggteknik,2022,227
män,Samhällsbyggnad och byggteknik,2022,51
män,Samhällsbyggnad och byggteknik,2022,7
män,Samhällsbyggnad och byggteknik,2022,44
män,Samhällsbyggnad och byggteknik,2022,305
män,Samhällsbyggnad och byggteknik,2022,46
män,Samhällsbyggnad och byggteknik,2022,259
män,Samhällsbyggnad och byggteknik,2022,31
män,Samhällsbyggnad och byggteknik,2022,0
män,Samhällsbyggnad och byggteknik,2022,29
män,Samhällsbyggnad och byggteknik,2022,37
män,Samhällsbyggnad och byggteknik,2022,4
män,Samhällsbyggnad och byggteknik,2022,33
män,Samhällsbyggnad och byggteknik,2022,63
män,Samhällsbyggnad och byggteknik,2022,7
män,Samhällsbyggnad och byggteknik,2022,56
män,Samhällsbyggnad och byggteknik,2022,39
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,36
män,Samhällsbyggnad och byggteknik,2022,44
män,Samhällsbyggnad och byggteknik,2022,9
män,Samhällsbyggnad och byggteknik,2022,35
män,Samhällsbyggnad och byggteknik,2022,28
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,26
män,Samhällsbyggnad och byggteknik,2022,19
män,Samhällsbyggnad och byggteknik,2022,5
män,Samhällsbyggnad och byggteknik,2022,14
män,Samhällsbyggnad och byggteknik,2022,39
män,Samhällsbyggnad och byggteknik,2022,6
män,Samhällsbyggnad och byggteknik,2022,33
män,Samhällsbyggnad och byggteknik,2022,13
män,Samhällsbyggnad och byggteknik,2022,0
män,Samhällsbyggnad och byggteknik,2022,11
män,Samhällsbyggnad och byggteknik,2022,13
män,Samhällsbyggnad och byggteknik,2022,3
män,Samhällsbyggnad och byggteknik,2022,12
män,Säkerhetstjänster,2022,145
män,Säkerhetstjänster,2022,45
män,Säkerhetstjänster,2022,100
män,Säkerhetstjänster,2022,56
män,Säkerhetstjänster,2022,19
män,Säkerhetstjänster,2022,37
män,Säkerhetstjänster,2022,8
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,7
män,Säkerhetstjänster,2022,7
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,4
män,Säkerhetstjänster,2022,7
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,5
män,Säkerhetstjänster,2022,5
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,22
män,Säkerhetstjänster,2022,5
män,Säkerhetstjänster,2022,17
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,22
män,Säkerhetstjänster,2022,11
män,Säkerhetstjänster,2022,11
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,4
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,4
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,3
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
män,Säkerhetstjänster,2022,0
